"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",39875,2023,"ESS TECH INC",3690,143.232,103.357,-77.578,174.212,1.14,-0.541624776586238,198.60168,1.92151165378252,-0.541624776586238,1.92151165378252
"A","USD","STD","INDL","C",39879,2023,"MAINZ BIOMED N V",2835,15.409,3.249,-26.296,21.165,1.16,-1.70653514180025,24.5514,7.55660203139427,-1.70653514180025,7.55660203139427
"A","USD","STD","INDL","C",39882,2023,"LULU'S FASHION LOUN HOLD INC",5961,149.445,60.952,-19.334,40.618,1.86,-0.12937200976948,75.54948,1.23949140307127,-0.12937200976948,1.23949140307127
"A","USD","STD","INDL","C",39895,2023,"EXPENSIFY INC",7370,176.784,100.744,-41.456,85.226,2.47,-0.234500859806317,210.50822,2.0895360517748,-0.234500859806317,2.0895360517748
"A","USD","STD","INDL","C",39899,2023,"IO BIOTECH INC",2836,150.718,133.162,-86.083,65.881,1.88,-0.571152748842209,123.85628,0.93011730073144,-0.571152748842209,0.93011730073144
"A","USD","STD","INDL","C",39901,2023,"CI&T INC",7371,559.942,290.854,27.323,134.412,5.26,0.0487961253129788,707.00712,2.43079730724006,0.0487961253129788,2.43079730724006
"I","USD","STD","INDL","C",39907,2023,"2SEVENTY BIO INC",2836,565.426,255.3,-217.57,50.632,4.27,-0.3847895215289,216.19864,0.84684151978065,-0.3847895215289,0.84684151978065
"A","USD","STD","INDL","C",39910,2023,"BACKBLAZE INC",7370,131.687,44.938,-59.713,39.151,7.59,-0.453446429791855,297.15609,6.61257933152343,-0.453446429791855,6.61257933152343
"A","USD","STD","INDL","C",39914,2023,"WEAVE COMMUNICATI INC",7370,201.012,78.957,-31.031,70.116,11.47,-0.154373868226773,804.23052,10.1856772673734,-0.154373868226773,10.1856772673734
"A","USD","STD","INDL","C",39926,2023,"CARDIO DIAGNOSTICS HOLDI INC",2835,4.462,2.958,-8.377,20.54,2.49,-1.87740923352757,51.1446,17.2902636916836,-1.87740923352757,17.2902636916836
"A","USD","STD","INDL","C",39931,2023,"NAVITAS SEMICONDUCTOR CORP",3674,485.546,380.617,-145.433,179.196,8.07,-0.29952465883768,1446.11172,3.79938815134374,-0.29952465883768,3.79938815134374
"A","USD","STD","INDL","C",39935,2023,"MIRION TECHNOLOGIES INC",3829,2718.5,1484.5,-96.9,218.178,10.25,-0.0356446569799522,2236.3245,1.50644964634557,-0.0356446569799522,1.50644964634557
"A","USD","STD","INDL","C",39937,2023,"AUSTIN GOLD CORP",1040,12.005,11.328,-4.001,13.272,0.74,-0.333277800916285,9.82128,0.866991525423729,-0.333277800916285,0.866991525423729
"A","USD","STD","INDL","C",39941,2023,"JOURNEY MEDICAL CORPO",2834,76.849,20.35,-3.853,19.324,5.76,-0.0501372822027613,111.30624,5.4695941031941,-0.0501372822027613,5.4695941031941
"A","USD","STD","INDL","C",39942,2023,"BRAZE INC",7370,810.941,444.233,-129.166,100.21,54.05,-0.159279158409798,5416.3505,12.1925892493354,-0.159279158409798,12.1925892493354
"A","USD","STD","INDL","C",39951,2023,"SAB BIOTHERAPEUTICS INC",2836,83.941,57.299,-42.194,92.255,0.6875,-0.502662584434305,63.4253125,1.10691831445575,-0.502662584434305,1.10691831445575
"A","USD","STD","INDL","C",39959,2023,"TC BIOPHARM HOLDINGS PLC",2836,11.378,3.42,-7.524,1.068,3.17,-0.661276146950255,3.38556,0.989929824561404,-0.661276146950255,0.989929824561404
"A","USD","STD","INDL","C",39960,2023,"IREN LIMITED",7374,332.074,305.361,-171.871,64.747,4.66,-0.517568373314382,301.72102,0.98807974823242,-0.517568373314382,0.98807974823242
"A","USD","STD","INDL","C",39961,2023,"SWEETGREEN INC",5812,856.557,482.597,-113.384,112.639,11.3,-0.132371809465103,1272.8207,2.6374401415674,-0.132371809465103,2.6374401415674
"A","USD","STD","INDL","C",39963,2023,"KYNDRYL HOLDINGS INC",7370,10590,1015,-340,230.4,21.76,-0.0321057601510859,5013.504,4.93941280788177,-0.0321057601510859,4.93941280788177
"A","USD","STD","INDL","C",39981,2023,"HOUR LOOP INC",5961,19.55,4.453,-2.43,35.082,1.3841,-0.124296675191816,48.5569962,10.904333303391,-0.124296675191816,10.904333303391
"A","USD","STD","INDL","C",39991,2023,"INTENSITY THERAPEUTICS INC",2836,17.295,13.162,-10.538,13.709,8.57,-0.609309048858051,117.48613,8.92616091779365,-0.609309048858051,8.92616091779365
"A","USD","STD","INDL","C",39992,2023,"NEXTNAV INC",7370,162.158,78.734,-71.735,111.132,4.45,-0.44237718768115,494.5374,6.28111616328397,-0.44237718768115,6.28111616328397
"A","USD","STD","INDL","C",40015,2023,"LOTTERY COM INC",7990,64.377,34.496,-25.467,2.877,2.71,-0.395591593270889,7.79667,0.22601663961039,-0.395591593270889,0.22601663961039
"A","USD","STD","INDL","C",40024,2023,"MARIS-TECH LTD",3829,11.334,6.894,-2.71,7.879,1.04,-0.239103582142227,8.19416,1.18859297940238,-0.239103582142227,1.18859297940238
"A","USD","STD","INDL","C",40068,2023,"D2L INC",7370,197.124,56.88,-3.542,53.978,7.51,-0.0179683853817901,405.37478,7.12684212376934,-0.0179683853817901,7.12684212376934
"A","USD","STD","INDL","C",40092,2023,"ARCHER AVIATION INC",4522,554.3,367.1,-457.9,303.783,6.14,-0.826086956521739,1865.22762,5.08097962408063,-0.826086956521739,5.08097962408063
"A","USD","STD","INDL","C",40108,2023,"PERIMETER SOLUTIONS INC",2810,2315.422,1260.858,67.486,146.451,4.6,0.0291463068071393,673.6746,0.534298549083243,0.0291463068071393,0.534298549083243
"A","USD","STD","INDL","C",40116,2023,"BOLLINGER INNOVATIONS INC",3711,421.706,208.953,-972.255,287.171,0.454,-2.30552802189203,130.375634,0.623947174723502,-2.30552802189203,0.623947174723502
"A","USD","STD","INDL","C",40132,2023,"SOUTHLAND HOLDINGS INC",1600,1201.068,249.622,-19.253,47.892,5.16,-0.0160299000556172,247.12272,0.989987741465095,-0.0160299000556172,0.989987741465095
"A","USD","STD","INDL","C",40224,2023,"DRILLING TOOLS INTERNAT CORP",7359,132.498,88.69,14.748,29.769,3.2,0.111307340488158,95.2608,1.07408727026722,0.111307340488158,1.07408727026722
"A","USD","STD","INDL","C",40236,2023,"TENON MEDICAL INC",3842,6.345,0.778,-15.581,2.6,1.58,-2.45563435776202,4.108,5.28020565552699,-2.45563435776202,5.28020565552699
"A","USD","STD","INDL","C",40237,2023,"GENENTA SCIENCE S.P.A.",2836,24.701,22.584,-12.872,18.217,4.95,-0.521112505566576,90.17415,3.9928334218916,-0.521112505566576,3.9928334218916
"A","USD","STD","INDL","C",40242,2023,"E AUTOMOTIVE INC",7389,149.775,87.739,-45.914,59.584,1e-06,-0.30655316307795,5.9584e-05,6.79105073000604e-07,-0.30655316307795,0.146365406439454
"A","USD","STD","INDL","C",40249,2023,"VOLATO GROUP INC",4522,71.712,14.751,-52.822,28.043,3.775,-0.736585229808121,105.862325,7.17662022913701,-0.736585229808121,7.17662022913701
"A","USD","STD","INDL","C",40261,2023,"DIRECT DIGITAL HOLDINGS INC",7311,70.672,0.543,-2.194,3.479,14.88,-0.0310448268055241,51.76752,95.3361325966851,-0.0310448268055241,55.8397284803336
"A","USD","STD","INDL","C",40276,2023,"ARIZONA SONORAN COPP COM INC",1000,114.08,84.547,-6.989,109.067,1.33,-0.0612640252454418,145.05911,1.71572155132648,-0.0612640252454418,1.71572155132648
"A","USD","STD","INDL","C",40285,2023,"OCEANPAL INC",4412,94.845,92.559,-1.977,7.449,2.23,-0.0208445358216037,16.61127,0.179466826564678,-0.0208445358216037,0.179466826564678
"A","USD","STD","INDL","C",40291,2023,"COVEO SOLUTIONS INC",7370,275.885,178.523,-23.61,102.639,11.02,-0.0855791362343005,1131.08178,6.33577623051372,-0.0855791362343005,6.33577623051372
"A","USD","STD","INDL","C",40292,2023,"SAMSARA INC",7370,1734.845,915.147,-286.726,545.974,31.4,-0.165274707538714,17143.5836,18.7331473522833,-0.165274707538714,18.7331473522833
"A","USD","STD","INDL","C",40305,2023,"SIDUS SPACE INC",3760,19.351,7.132,-14.328,1.083,8.81,-0.740426851325513,9.54123,1.33780566461021,-0.740426851325513,1.33780566461021
"A","USD","STD","INDL","C",40306,2023,"PROFRAC HOLDING CORP",1389,3070.7,1269.9,-97.7,159.389,8.48,-0.0318168495782721,1351.61872,1.06435051578864,-0.0318168495782721,1.06435051578864
"I","USD","STD","INDL","C",40307,2023,"VIGIL NEUROSCIENCE INC",2836,140.858,116.252,-82.638,35.885,3.38,-0.586675943148419,121.2913,1.04334807143103,-0.586675943148419,1.04334807143103
"A","USD","STD","INDL","C",40321,2023,"ENGENE HOLDINGS INC",2836,86.959,72.486,-99.917,23.198,21.695,-1.14901275313654,503.28061,6.94314226195403,-1.14901275313654,6.94314226195403
"A","USD","STD","INDL","C",40331,2023,"ABLE VIEW GLOBAL INC",8742,54.907,11.416,9.75,42.118,2.7,0.177572987050831,113.7186,9.96133496846531,0.177572987050831,9.96133496846531
"A","USD","STD","INDL","C",40340,2023,"BROOKFIELD BUSINESS CORP",9997,21182,880,519,72.954,23.28,0.024501935605703,1698.36912,1.92996490909091,0.024501935605703,1.92996490909091
"A","USD","STD","INDL","C",40383,2023,"CRESCENT ENERGY CO",1311,6803.335,1704.823,67.61,91.609,13.21,0.00993777316566066,1210.15489,0.709841954267393,0.00993777316566066,0.709841954267393
"A","USD","STD","INDL","C",40398,2023,"ACLARA RESOURCES INC",1090,147.009,138.361,-11.383,163.311,0.354,-0.0774306334986293,57.812094,0.417835184770275,-0.0774306334986293,0.417835184770275
"A","USD","STD","INDL","C",40399,2023,"IMPERIAL PETE INC",4412,376.835,362.306,71.134,29.813,2.64,0.188766966974936,78.70632,0.217237142084315,0.188766966974936,0.217237142084315
"A","USD","STD","INDL","C",40413,2023,"TERAWULF INC",7370,378.106,222.489,-73.421,276.733,2.4,-0.194180996863313,664.1592,2.98513274813586,-0.194180996863313,2.98513274813586
"A","USD","STD","INDL","C",40414,2023,"INNOVATIVE EYEWEAR INC",3851,6.219,5.559,-6.663,12.917,0.4219,-1.07139411480945,5.4496823,0.980335006296096,-1.07139411480945,0.980335006296096
"A","USD","STD","INDL","C",40460,2023,"PERASO INC",3674,10.714,4.083,-16.795,30.72,0.2796,-1.56757513533694,8.589312,2.10367670830272,-1.56757513533694,2.10367670830272
"A","USD","STD","INDL","C",40470,2023,"AMYLYX PHARMACEUTICALS INC",2834,517.454,433.432,49.271,67.707,14.72,0.0952181256691416,996.64704,2.29943114490854,0.0952181256691416,2.29943114490854
"A","USD","STD","INDL","C",40494,2023,"MOBILE GLOBAL ESPORTS INC",7900,3.421,3.104,-6.773,21.192,0.325,-1.97983045893014,6.8874,2.21887886597938,-1.97983045893014,2.21887886597938
"I","USD","STD","INDL","C",40499,2023,"FORZA X1 INC",3730,16.922,16.021,-5.933,15.755,0.53505,-0.350608675097506,8.42971275,0.526166453404906,-0.350608675097506,0.526166453404906
"A","USD","STD","INDL","C",40501,2023,"SAVERS VALUE VILLAGE INC",5900,1867.405,376.055,53.115,160.453,17.38,0.0284432139787566,2788.67314,7.41559915437901,0.0284432139787566,7.41559915437901
"A","USD","STD","INDL","C",40512,2023,"HONGLI GROUP INC",3310,32.129,21.108,0.865,12.239,1.68,0.0269227177938934,20.56152,0.974110289937465,0.0269227177938934,0.974110289937465
"A","USD","STD","INDL","C",40532,2023,"CREDO TECH GROUP HOLDING LTD",3674,601.932,540.198,-28.369,164.305,17.87,-0.0471299083617419,2936.13035,5.43528548791369,-0.0471299083617419,5.43528548791369
"A","USD","STD","INDL","C",40534,2023,"HEARTCORE ENTERPRISES INC",7370,19.624,5.165,-4.19,20.843,0.638,-0.213514064410925,13.297834,2.57460484027106,-0.213514064410925,2.57460484027106
"A","USD","STD","INDL","C",40536,2023,"NEXALIN TECHNOLOGY INC",3845,3.632,3.207,-4.649,7.437,0.404799,-1.28001101321586,3.010490163,0.938724715622077,-1.28001101321586,0.938724715622077
"A","USD","STD","INDL","C",40552,2023,"REBORN COFFEE INC",5812,9,1.574,-3.998,14.929,0.5699,-0.444222222222222,8.5080371,5.40536029224905,-0.444222222222222,5.40536029224905
"A","USD","STD","INDL","C",40560,2023,"EXCELERATE ENERGY INC",4922,2860.379,505.446,30.412,26.263,15.46,0.0106321574868226,406.02598,0.803302390364154,0.0106321574868226,0.803302390364154
"A","USD","STD","INDL","C",40575,2023,"ALASKA SILVER CORP",1000,32.079,28.323,-4.361,28.12,0.69,-0.13594563421553,19.4028,0.685054549306218,-0.13594563421553,0.685054549306218
"A","USD","STD","INDL","C",40605,2023,"BAUSCH & LOMB CORP",3851,13442,6850,-260,350.914,17.06,-0.0193423597678917,5986.59284,0.873955159124087,-0.0193423597678917,0.873955159124087
"A","USD","STD","INDL","C",42241,2023,"CBL INTERNATIONAL LTD",4400,53.462,25.3,1.139,25,1.47,0.0213048520444428,36.75,1.45256916996047,0.0213048520444428,1.45256916996047
"A","USD","STD","INDL","C",40610,2023,"ARCELLX INC",2836,825.132,485.38,-70.69,52.28,55.5,-0.0856711411022721,2901.54,5.97787300671639,-0.0856711411022721,5.97787300671639
"A","USD","STD","INDL","C",40614,2023,"CONSTELLATION ENE CORP",4911,50758,10925,1623,317.472,116.89,0.0319752551321959,37109.30208,3.39673245583524,0.0319752551321959,3.39673245583524
"A","USD","STD","INDL","C",40636,2023,"AMPRIUS TECHNOLOGIES INC",3690,107.736,59.8,-36.776,88.869,5.29,-0.341352936808495,470.11701,7.86148846153846,-0.341352936808495,7.86148846153846
"A","USD","STD","INDL","C",40645,2023,"LASER PHOTONICS CORP",3540,15.124,13.929,-3.318,9.228,1.18,-0.219386405712774,10.88904,0.781753176825328,-0.219386405712774,0.781753176825328
"A","USD","STD","INDL","C",40650,2023,"ERAYAK PWR SOLUTIO GROUP INC",3690,35.285,20.202,1.219,12,1.1,0.0345472580416608,13.2,0.653400653400653,0.0345472580416608,0.653400653400653
"A","USD","STD","INDL","C",40651,2023,"LUCY SCIENTIFIC DISCOVRY INC",2834,8.779,4.679,-8.988,17.463,1.15,-1.02380681170976,20.08245,4.29203889720026,-1.02380681170976,4.29203889720026
"A","USD","STD","INDL","C",40658,2023,"VESTAND INC",5812,13.019,2.653,-3.04,1.33,5.43,-0.23350487748675,7.2219,2.7221635883905,-0.23350487748675,2.7221635883905
"A","USD","STD","INDL","C",40672,2023,"KNIGHTSCOPE INC",7380,22.974,7.569,-22.118,89.547,0.6,-0.962740489248716,53.7282,7.09845422116528,-0.962740489248716,7.09845422116528
"A","USD","STD","INDL","C",40702,2023,"LOCAFY LTD",7370,6.146,3.321,-2.59,1.276,6.45,-0.421412300683371,8.2302,2.47822944896116,-0.421412300683371,2.47822944896116
"A","USD","STD","INDL","C",40723,2023,"AMERICAN REBEL HOLDINGS INC",2540,11.546,4.074,-9.732,5.88,0.3098,-0.842889312315954,1.821624,0.447134020618557,-0.842889312315954,0.447134020618557
"A","USD","STD","INDL","C",40757,2023,"DATACENTREX INC",7370,0.415,0.349,-3.324,7.656,6,-8.00963855421687,45.936,131.621776504298,-2.48423533763645,55.8397284803336
"I","USD","STD","INDL","C",40758,2023,"ZIMVIE INC",3843,1205.345,409.493,-393.282,27.076,17.75,-0.326281686985884,480.599,1.17364399391443,-0.326281686985884,1.17364399391443
"A","USD","STD","INDL","C",40781,2023,"RAIL VISION LTD",3669,5.921,2.787,-11.148,2.998,1.5242,-1.88279006924506,4.5695516,1.63959512020093,-1.88279006924506,1.63959512020093
"A","USD","STD","INDL","C",40783,2023,"WEARABLE DEVICES LTD",3577,7.592,5.526,-7.814,20.387,0.344,-1.02924130663857,7.013128,1.26911473036554,-1.02924130663857,1.26911473036554
"A","USD","STD","INDL","C",40784,2023,"JEFFS BRANDS LTD",5961,12.239,8.511,-4.598,1.216,3.05,-0.375684287932021,3.7088,0.435765479967101,-0.375684287932021,0.435765479967101
"A","USD","STD","INDL","C",40833,2023,"AN2 THERAPEUTICS INC",2834,138.744,124.701,-64.732,29.741,20.49,-0.466557112379634,609.39309,4.88683402699257,-0.466557112379634,4.88683402699257
"A","USD","STD","INDL","C",40849,2023,"EXPION360 INC",3690,11.905,5.35,-7.456,6.923,5.39,-0.626291474170517,37.31497,6.97476074766355,-0.626291474170517,6.97476074766355
"A","USD","STD","INDL","C",40856,2023,"JE CLEANTECH HOLDINGS LTD",3580,26.89,12.662,0.393,4.997,0.75,0.0146150985496467,3.74775,0.295984046754067,0.0146150985496467,0.295984046754067
"A","USD","STD","INDL","C",41051,2023,"VIRAX BIOLABS GROUP LTD",2835,5.484,5.367,-6.734,2.574,0.717,-1.22793581327498,1.845558,0.343871436556736,-1.22793581327498,0.343871436556736
"A","USD","STD","INDL","C",41053,2023,"SHARPS TECHNOLOGY INC",3841,11.789,7.934,-9.842,15.274,0.4159,-0.834846042921367,6.3524566,0.800662540962944,-0.834846042921367,0.800662540962944
"A","USD","STD","INDL","C",41059,2023,"ESAB CORP",3540,3828.629,1607.399,205.285,60.296,86.62,0.0536184101410714,5222.83952,3.24924895436665,0.0536184101410714,3.24924895436665
"A","USD","STD","INDL","C",41076,2023,"SUNATION ENERGY INC",3620,58.173,20.437,-8.132,10.247,0.592,-0.139789936912313,6.066224,0.296825561481626,-0.139789936912313,0.296825561481626
"A","USD","STD","INDL","C",41083,2023,"BRIGHT GREEN CORP",2833,17.403,10.965,-13.128,184.759,0.3301,-0.754352697810722,60.9889459,5.56214736890105,-0.754352697810722,5.56214736890105
"A","USD","STD","INDL","C",41105,2023,"PRIMECH HOLDINGS LTD",4950,45.509,14.991,-3.239,35.55,1.29,-0.071172735063394,45.8595,3.05913548128877,-0.071172735063394,3.05913548128877
"A","USD","STD","INDL","C",41111,2023,"DAKOTA GOLD CORP",1040,108.203,103.536,-36.449,86.74,2.62,-0.336857573265067,227.2588,2.19497372894452,-0.336857573265067,2.19497372894452
"I","USD","STD","INDL","C",41118,2023,"HILLEVAX INC",2836,344.434,265.525,-123.566,47.666,16.05,-0.358750878252437,765.0393,2.88123265229263,-0.358750878252437,2.88123265229263
"A","USD","STD","INDL","C",41127,2023,"ONFOLIO HOLDINGS INC",7370,6.131,5.342,-8.145,5.107,0.51,-1.32849453596477,2.60457,0.487564582553351,-1.32849453596477,0.487564582553351
"A","USD","STD","INDL","C",41132,2023,"MAIA BIOTECHNOLOGY INC",2836,7.567,0.478,-19.773,16.986,1.17,-2.61305669353773,19.87362,41.5766108786611,-2.48423533763645,41.5766108786611
"A","USD","STD","INDL","C",41176,2023,"BIOAFFINITY TECHNOLOGIES INC",2835,8.222,4.855,-7.937,9.395,1.4705,-0.965336900997324,13.8153475,2.84559165808445,-0.965336900997324,2.84559165808445
"I","USD","STD","INDL","C",41220,2023,"STRONG GLOBAL ENTERTNMNT INC",3861,26.526,7.794,-1.91,7.878,1.5986,-0.0720048254542713,12.5937708,1.61582894534257,-0.0720048254542713,1.61582894534257
"A","USD","STD","INDL","C",41225,2023,"PEPGEN INC",2836,143.052,108.421,-78.626,23.823,6.8,-0.549632301540699,161.9964,1.49414227870984,-0.549632301540699,1.49414227870984
"A","USD","STD","INDL","C",41227,2023,"ACTELIS NETWORKS INC",3669,11.223,0.229,-6.286,3.008,1.12,-0.560099795063708,3.36896,14.711615720524,-0.560099795063708,14.711615720524
"A","USD","STD","INDL","C",41270,2023,"HEARTSCIENCES INC",3845,9.503,7.317,-6.605,67.66,0.0924,-0.695043670419867,6.251784,0.854419024190242,-0.695043670419867,0.854419024190242
"A","USD","STD","INDL","C",41293,2023,"IVANHOE ELECTRIC INC",1000,487.226,374.251,-199.377,120.025,10.08,-0.409208457676725,1209.852,3.2327288370639,-0.409208457676725,3.2327288370639
"A","USD","STD","INDL","C",41309,2023,"SHUTTLE PHARMACEUTICAL H INC",2834,5.952,4.056,-6.593,16.069,0.455,-1.10769489247312,7.311395,1.80261217948718,-1.10769489247312,1.80261217948718
"A","USD","STD","INDL","C",41349,2023,"LICHEN INTERNATIONAL LTD",8721,65.545,61.42,8.338,26.5,1.98,0.127210313525059,52.47,0.85428199283621,0.127210313525059,0.85428199283621
"A","USD","STD","INDL","C",41350,2023,"STARBOX GROUP HOLDINGS LTD",7311,153.027,89.794,2.148,71.885,1.04,0.0140367386147543,74.7604,0.83257678686772,0.0140367386147543,0.83257678686772
"A","USD","STD","INDL","C",41366,2023,"ENHABIT INC",8082,1433.6,669.7,-80.5,50.053,10.35,-0.05615234375,518.04855,0.773553158130506,-0.05615234375,0.773553158130506
"A","USD","STD","INDL","C",41374,2023,"UNITED MARITIME CORP",4412,174.805,65.869,0.221,8.695,2.47,0.00126426589628443,21.47665,0.326050949612109,0.00126426589628443,0.326050949612109
"A","USD","STD","INDL","C",41416,2023,"FTAI INFRASTRUCTURE INC",4013,2379.609,809.521,-121.336,100.59,3.89,-0.0509898895154624,391.2951,0.483366212859209,-0.0509898895154624,0.483366212859209
"A","USD","STD","INDL","C",41420,2023,"M-TRON INDUSTRIES INC",3679,24.305,19.895,3.489,2.786,35.7,0.143550709730508,99.4602,4.9992560944961,0.143550709730508,4.9992560944961
"A","USD","STD","INDL","C",41422,2023,"BRAVO MINING CORP",1000,56.847,55.201,-2.705,108.537,2.1301,-0.0475838654634369,231.1946637,4.18823325120922,-0.0475838654634369,4.18823325120922
"A","USD","STD","INDL","C",41474,2023,"NEWTON GOLF COMPANY INC",3949,6.394,5.79,-4.625,14.596,0.687,-0.723334375977479,10.027452,1.73185699481865,-0.723334375977479,1.73185699481865
"A","USD","STD","INDL","C",41498,2023,"BEAMR IMAGING LTD",7372,11.523,10.26,-0.695,13.051,1.45,-0.0603141543000955,18.92395,1.8444395711501,-0.0603141543000955,1.8444395711501
"A","USD","STD","INDL","C",41507,2023,"GIGACLOUD TECHNOLOGY INC",5961,846.909,290.416,94.108,40.782,18.295,0.111119376461934,746.10669,2.56909636521404,0.111119376461934,2.56909636521404
"I","USD","STD","INDL","C",41522,2023,"THIRD HARMONIC BIO INC",2836,277.711,269.085,-30.824,40.105,10.97,-0.11099308273709,439.95185,1.63499210286712,-0.11099308273709,1.63499210286712
"A","USD","STD","INDL","C",41538,2023,"GENELUX CORP",2836,27.893,19.473,-28.297,26.356,14.01,-1.01448392069695,369.24756,18.9620274225851,-1.01448392069695,18.9620274225851
"A","USD","STD","INDL","C",41539,2023,"XPERI INC",7372,673.635,404.232,-136.613,44.211,11.02,-0.202799735761948,487.20522,1.20526138455145,-0.202799735761948,1.20526138455145
"A","USD","STD","INDL","C",41545,2023,"STRIVE INC",7311,3.076,2.922,-4.931,14.174,0.639,-1.60305591677503,9.057186,3.09965297741273,-1.60305591677503,3.09965297741273
"A","USD","STD","INDL","C",41548,2023,"INTCHAINS GROUP LTD  -ADR",3674,138.104,134.025,-3.779,59.938,12.37,-0.0273634362509413,741.43306,5.53205043835105,-0.0273634362509413,5.53205043835105
"A","USD","STD","INDL","C",41569,2023,"PARAZERO TECHNOLOGIES LTD",3829,8.425,6.105,-3.771,10.074,0.7108,-0.447596439169139,7.1605992,1.17290732186732,-0.447596439169139,1.17290732186732
"A","USD","STD","INDL","C",41615,2023,"PRIME MEDICINE INC",2836,193.851,133.071,-198.133,97.377,8.86,-1.02208913031142,862.76022,6.48345785332642,-1.02208913031142,6.48345785332642
"A","USD","STD","INDL","C",41616,2023,"CADRENAL THERAPEUT INC",2836,8.519,7.692,-8.357,13.023,0.739899,-0.980983683530931,9.635704677,1.25269171567863,-0.980983683530931,1.25269171567863
"A","USD","STD","INDL","C",41621,2023,"NXU INC",3690,13.259,6.664,-40.178,2.563,2.3,-3.03024360811524,5.8949,0.884588835534214,-2.48423533763645,0.884588835534214
"A","USD","STD","INDL","C",41622,2023,"BIOHAVEN LTD",2836,513.212,427.975,-408.168,81.116,42.8,-0.795320452366663,3471.7648,8.11207383608856,-0.795320452366663,8.11207383608856
"A","USD","STD","INDL","C",41627,2023,"WANG & LEE GROUP INC",1700,11.791,6.009,-0.649,15.094,0.715,-0.0550419811720804,10.79221,1.79600765518389,-0.0550419811720804,1.79600765518389
"A","USD","STD","INDL","C",41640,2023,"MOBILEYE GLOBAL INC",7372,15577,14924,-27,806.152,43.32,-0.00173332477370482,34922.50464,2.34002309300456,-0.00173332477370482,2.34002309300456
"A","USD","STD","INDL","C",41641,2023,"ARB IOT GROUP LTD",7373,84.785,68.295,5.536,26.438,2.71,0.0652945686147314,71.64698,1.04908089904093,0.0652945686147314,1.04908089904093
"A","USD","STD","INDL","C",41684,2023,"ACRIVON THERAPEUTICS INC",2834,138.265,121.195,-60.388,22.523,4.92,-0.436755505731747,110.81316,0.914337720202979,-0.436755505731747,0.914337720202979
"A","USD","STD","INDL","C",41685,2023,"GAXOS.AI INC",7372,3.696,3.426,-3.948,11.86,0.34,-1.06818181818182,4.0324,1.17699941622884,-1.06818181818182,1.17699941622884
"A","USD","STD","INDL","C",41686,2023,"SNAIL INC",7372,90.858,8.3,-9.086,36.674,1.21,-0.100002201237095,44.37554,5.34645060240964,-0.100002201237095,5.34645060240964
"A","USD","STD","INDL","C",41688,2023,"ADAMAS ONE CORP",3911,12.895,3.124,-22.544,27.216,0.7,-1.74827452500969,19.0512,6.09833546734955,-1.74827452500969,6.09833546734955
"A","USD","STD","INDL","C",41716,2023,"RXO INC",4731,1825,594,4,117.026,23.26,0.00219178082191781,2722.02476,4.58253326599327,0.00219178082191781,4.58253326599327
"A","USD","STD","INDL","C",41733,2023,"TRIO PETROLEUM CORP",1311,11.643,9.743,-6.544,31.047,0.53785,-0.562054453319591,16.69862895,1.71391039207636,-0.562054453319591,1.71391039207636
"A","USD","STD","INDL","C",41768,2023,"ASP ISOTOPES INC",2810,27.542,16.296,-16.286,48.923,1.79,-0.591315082419577,87.57217,5.37384450171821,-0.591315082419577,5.37384450171821
"A","USD","STD","INDL","C",41797,2023,"TXO ENERGY PARTNERS LP",1311,695.613,473.798,-103.987,30.75,18.18,-0.149489730640457,559.035,1.17990156142491,-0.149489730640457,1.17990156142491
"A","USD","STD","INDL","C",41818,2023,"GE HEALTHCARE TECHNOLOGI INC",3845,32454,7133,1385,455.342,77.32,0.0426757872681334,35207.04344,4.93579748212533,0.0426757872681334,4.93579748212533
"A","USD","STD","INDL","C",41835,2023,"MASTERBRAND INC",2430,2381.7,1193.8,182,126.8,14.85,0.0764160053743125,1882.98,1.57729938013068,0.0764160053743125,1.57729938013068
"A","USD","STD","INDL","C",41878,2023,"COYA THERAPEUTICS INC",2836,41.262,35.636,-7.988,14.405,7.41,-0.193592167127139,106.74105,2.99531513076664,-0.193592167127139,2.99531513076664
"A","USD","STD","INDL","C",41884,2023,"HEIDMAR MARITIME HOLDGS CORP",4400,2.242,1.51,-7.143,14.266,0.43,-3.18599464763604,6.13438,4.06250331125828,-2.48423533763645,4.06250331125828
"A","USD","STD","INDL","C",41892,2023,"EARLY WORKS CO LTD -ADS",7371,3.656,2.101,-2.135,15.077,0.7832,-0.583971553610503,11.8083064,5.62032670157068,-0.583971553610503,5.62032670157068
"A","USD","STD","INDL","C",41897,2023,"KENVUE INC",2840,27851,11211,1664,1915.057,21.53,0.0597465082043733,41231.17721,3.67774303897957,0.0597465082043733,3.67774303897957
"A","USD","STD","INDL","C",41901,2023,"VITESSE ENERGY INC",1311,765.97,546.406,-19.744,32.812,21.89,-0.0257764664412444,718.25468,1.31450730775284,-0.0257764664412444,1.31450730775284
"A","USD","STD","INDL","C",41916,2023,"MINERALYS THERAPEUTICS INC",2836,251.636,241.154,-71.898,41.134,8.6,-0.28572223370265,353.7524,1.46691491743865,-0.28572223370265,1.46691491743865
