"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",66274,2023,"PACIFIC HEALTH CARE ORG INC",8090,11.824,10.804,0.768,12.8,0.71,0.0649526387009472,9.088,0.841169937060348,0.0649526387009472,0.841169937060348
"A","USD","STD","INDL","C",66290,2023,"STEELCASE INC",2522,2236.7,887.1,81.1,114.227,13.74,0.0362587740868243,1569.47898,1.76922441663848,0.0362587740868243,1.76922441663848
"A","USD","STD","INDL","C",66301,2023,"MEGA MATRIX INC",7822,13.341,10.4,-4.064,31.725,1.41,-0.304624840716588,44.73225,4.30117788461538,-0.304624840716588,4.30117788461538
"A","USD","STD","INDL","C",66326,2023,"DESCARTES SYSTEMS GROUP INC",7372,1474.285,1238.034,115.907,85.183,87.59,0.0786191272379492,7461.17897,6.02663494702084,0.0786191272379492,6.02663494702084
"A","USD","STD","INDL","C",66366,2023,"ROCKWELL MEDICAL INC",3842,52.173,21.291,-8.439,29.131,1.89,-0.161750330630786,55.05759,2.58595603776243,-0.161750330630786,2.58595603776243
"A","USD","STD","INDL","C",66371,2023,"IES HOLDINGS INC",1731,981.6,449.985,92.587,20.194,65.87,0.0943225346373268,1330.17878,2.95605137949043,0.0943225346373268,2.95605137949043
"A","USD","STD","INDL","C",66379,2023,"PERDOCEO EDUCATION CORP",8200,1007.316,841.421,147.652,65.545,17.56,0.146579623474659,1150.9702,1.36788860748662,0.146579623474659,1.36788860748662
"A","USD","STD","INDL","C",66393,2023,"MERCURY SYSTEMS INC",3674,2391.367,1566.685,-28.335,56.962,34.59,-0.0118488713777517,1970.31558,1.25763352556513,-0.0118488713777517,1.25763352556513
"A","USD","STD","INDL","C",66446,2023,"QUANTA SERVICES INC",1731,16237.225,6272.241,744.689,145.509,215.8,0.0458630708141323,31400.8422,5.00631946380887,0.0458630708141323,5.00631946380887
"A","USD","STD","INDL","C",66586,2023,"PC CONNECTION INC",5045,1188.381,840.767,83.271,26.36,67.21,0.0700709620904407,1771.6556,2.10718974460225,0.0700709620904407,2.10718974460225
"A","USD","STD","INDL","C",66602,2023,"COMPX INTERNATIONAL INC",3420,187.604,168.849,22.593,12.314,25.28,0.120429201935993,311.29792,1.84364680868705,0.120429201935993,1.84364680868705
"A","USD","STD","INDL","C",66686,2023,"ONESPAN INC",3669,289.191,159.141,-29.799,37.519,10.72,-0.103042625807857,402.20368,2.52734166556701,-0.103042625807857,2.52734166556701
"A","USD","STD","INDL","C",66697,2023,"INOVIO PHARMACEUTICALS INC",2836,170.951,117.349,-135.117,273.517,0.51,-0.790384379149581,139.49367,1.18870778617628,-0.790384379149581,1.18870778617628
"A","USD","STD","INDL","C",66871,2023,"HILLMAN SOLUTIONS CORP",3452,2331.101,1154.529,-9.589,194.913,9.21,-0.0041135068793673,1795.14873,1.55487539074376,-0.0041135068793673,1.55487539074376
"A","USD","STD","INDL","C",66929,2023,"TURNING POINT BRANDS INC",2100,569.356,150.976,38.462,17.606,26.32,0.0675535166047253,463.38992,3.06929525222552,0.0675535166047253,3.06929525222552
"A","USD","STD","INDL","C",100080,2023,"BAYER AG",2800,128506.347,36395.707,-3250.821,3929.696,9.287,-0.0252969684057706,36495.086752,1.00273053500513,-0.0252969684057706,1.00273053500513
"A","USD","STD","INDL","C",100091,2023,"RENTOKIL INITIAL PLC",7340,14174,5209,485,504.508,28.61,0.0342175814872301,14433.97388,2.77096830101747,0.0342175814872301,2.77096830101747
"A","USD","STD","INDL","C",100095,2023,"BUNZL PLC",5110,11142.183,3778.473,670.274,335.797,40.666,0.0601564343360722,13655.520802,3.61403159477387,0.0601564343360722,3.61403159477387
"A","USD","STD","INDL","C",100103,2023,"DEUTSCHE LUFTHANSA AG",4512,50095.358,10676.531,1849.243,1196.601,8.89,0.0369144582218576,10637.78289,0.996370720976692,0.0369144582218576,0.996370720976692
"A","USD","STD","INDL","C",100135,2023,"TATE & LYLE PLC",2060,2882.166,1563.594,237.444,99.034,31.202,0.0823838737949167,3090.058868,1.97625398153229,0.0823838737949167,1.97625398153229
"A","USD","STD","INDL","C",100165,2023,"SANTOS LTD",1311,29756,15275,1416,3239.19,5.186,0.0475870412689878,16798.43934,1.09973416301146,0.0475870412689878,1.09973416301146
"A","USD","STD","INDL","C",100243,2023,"AMCOR PLC",2670,17003,4026,1048,1447,9.98,0.0616361818502617,14441.06,3.58694982613015,0.0616361818502617,3.58694982613015
"A","USD","STD","INDL","C",100245,2023,"ADVANTEST CORP",3825,4437.81,2850.72,411.828,738.412,44.237,0.0927998269416672,32665.131644,11.4585549068306,0.0927998269416672,11.4585549068306
"A","USD","STD","INDL","C",100338,2023,"RELX PLC",2721,19001.275,4407.348,2268.638,1881.532,39.66,0.119393988035013,74621.55912,16.9311702003109,0.119393988035013,16.9311702003109
"I","USD","STD","INDL","C",100401,2023,"SPIRENT COMMUNICATIONS",3825,583.8,375.8,25.2,142.95,6.287,0.0431654676258993,898.72665,2.39150252794039,0.0431654676258993,2.39150252794039
"A","USD","STD","INDL","C",100424,2023,"JARDINE MATHESON HLDGS LTD",9997,89182,29010,686,289,41.21,0.00769213518423,11909.69,0.410537400896243,0.00769213518423,0.410537400896243
"A","USD","STD","INDL","C",100465,2023,"SASOL LTD",2890,23033.145,10453.945,467.153,640.668,12.38,0.0202817722026237,7931.46984,0.758705908630665,0.0202817722026237,0.758705908630665
"A","USD","STD","INDL","C",100477,2023,"JAMES HARDIE INDUSTRIES PLC",3270,4912.6,1858.9,510.2,433.785,40.46,0.103855392256646,17550.9411,9.44157356501156,0.103855392256646,9.44157356501156
"A","USD","STD","INDL","C",100572,2023,"PEARSON PLC",8200,8568.853,5062.081,481.496,697.299,12.29,0.056191417917894,8569.80471,1.69294104736767,0.056191417917894,1.69294104736767
"A","USD","STD","INDL","C",100581,2023,"LOREAL SA",2844,57317.795,32137.143,6835.456,2673.627,99.563,0.119255390058184,266194.325001,8.2830737318809,0.119255390058184,8.2830737318809
"A","USD","STD","INDL","C",100590,2023,"E.ON SE",9997,125463.332,15600.845,571.464,2611.658,13.422,0.00455482881643858,35053.673676,2.24690865629394,0.00455482881643858,2.24690865629394
"A","USD","STD","INDL","C",100609,2023,"CONTINENTAL AG",3714,41729.883,15116.593,1278.221,2000.06,8.497,0.0306308311480289,16994.50982,1.12422884045367,0.0306308311480289,1.12422884045367
"A","USD","STD","INDL","C",100644,2023,"FERGUSON ENTERPRISES INC",5070,15994,5037,1889,204.278,161.62,0.118106790046267,33015.41036,6.55457819336907,0.118106790046267,6.55457819336907
"A","USD","STD","INDL","C",100699,2023,"SHARP CORP",3651,10512.449,946.617,-991.588,2597.205,1.388,-0.0943251187235248,3604.92054,3.80821445209625,-0.0943251187235248,3.80821445209625
"A","USD","STD","INDL","C",100712,2023,"WOODSIDE ENERGY GROUP LTD",1311,55361,34399,1660,1898.75,21.09,0.0299850074962519,40044.6375,1.16412214017849,0.0299850074962519,1.16412214017849
"A","USD","STD","INDL","C",100718,2023,"TAKEDA PHARMACEUTICAL CO LTD",2834,99891.325,48086.967,952.495,3138.027,13.89,0.00953531250086031,43587.19503,0.906424292261976,0.00953531250086031,0.906424292261976
"A","USD","STD","INDL","C",100737,2023,"VOLKSWAGEN AG",3711,663580.829,194202.549,18347.628,5012.952,13.085,0.0276494244531588,65594.47692,0.337763212984398,0.0276494244531588,0.337763212984398
"A","USD","STD","INDL","C",100760,2023,"KINGFISHER PLC",5211,15130.85,8396.986,438.668,937.5,5.613,0.0289916296837256,5262.1875,0.626675750084614,0.0289916296837256,0.626675750084614
"A","USD","STD","INDL","C",100953,2023,"RWE AKTIENGESELLSCHAFT",4911,117712.65,34894.648,1602.751,743.841,45.49,0.0136157923553671,33837.32709,0.96969962528351,0.0136157923553671,0.96969962528351
"A","USD","STD","INDL","C",101020,2023,"STORA ENSO OYJ",2621,22940.338,12142.219,-394.608,788.62,13.836,-0.0172014902308763,10911.34632,0.898628687227598,-0.0172014902308763,0.898628687227598
"A","USD","STD","INDL","C",101088,2023,"CK HUTCHISON HOLDINGS LTD",9997,148356.91,70229.13,3008.351,3830.045,5.36,0.0202777949473334,20529.0412,0.292315186020388,0.0202777949473334,0.292315186020388
"A","USD","STD","INDL","C",101202,2023,"L'AIR LIQUIDE SA",2810,53423.995,26883.657,3402.253,2622.584,38.91,0.0636839869425714,102044.74344,3.79579100566564,0.0636839869425714,3.79579100566564
"A","USD","STD","INDL","C",101204,2023,"SANOFI",2834,139786.397,81839.771,5968.865,2529.6,49.73,0.0426998987605353,125797.008,1.53711339197173,0.0426998987605353,1.53711339197173
"A","USD","STD","INDL","C",101276,2023,"STELLANTIS NV",3711,223421,90299,20555,3023.099,23.32,0.0920011995291401,70498.66868,0.780724799610184,0.0920011995291401,0.780724799610184
"A","USD","STD","INDL","C",101292,2023,"PUBLICIS GROUPE SA",7311,40583.861,10819.12,1450.213,1002.298,23.198,0.0357337366200816,23251.309004,2.14909428899947,0.0357337366200816,2.14909428899947
"A","USD","STD","INDL","C",101310,2023,"NOVARTIS AG",2834,99945,46667,14850,2044.034,100.97,0.14858171994597,206386.11298,4.42252797437161,0.14858171994597,4.42252797437161
"A","USD","STD","INDL","C",101317,2023,"SMITH & NEPHEW PLC",3842,9987,5217,263,435.937,27.28,0.0263342345048563,11892.36136,2.27954022618363,0.0263342345048563,2.27954022618363
"A","USD","STD","INDL","C",102422,2023,"SAPPI LTD",2670,5796,2445,259,558.849,2.338,0.0446859903381642,1306.588962,0.534392213496933,0.0446859903381642,0.534392213496933
"A","USD","STD","INDL","C",101361,2023,"WOLTERS KLUWER NV",7372,10052.011,1933.249,1113.083,240.511,142.169,0.110732369871064,34193.208359,17.6869137700317,0.110732369871064,17.6869137700317
"A","USD","STD","INDL","C",101718,2023,"UPM KYMMENE OYJ",2621,20419.045,12336.76,428.874,533.324,37.625,0.0210036267611928,20066.3155,1.62654663785305,0.0210036267611928,1.62654663785305
"A","USD","STD","INDL","C",101973,2023,"TORM PLC",4412,2870.147,1663.985,648.265,86.226,30.41,0.22586473793851,2622.13266,1.57581508246769,0.22586473793851,1.57581508246769
"A","USD","STD","INDL","C",102089,2023,"SODEXO S A",5812,22554.122,4926.461,863.378,731.854,21.494,0.0382802753306025,15730.469876,3.19305681624192,0.0382802753306025,3.19305681624192
"A","USD","STD","INDL","C",102341,2023,"HARMONY GOLD MINING CO LTD",1040,3038.962,1845.304,255.901,618.025,4.2,0.0842067126867661,2595.705,1.40665440491106,0.0842067126867661,1.40665440491106
"A","USD","STD","INDL","C",102450,2023,"NINTENDO CO LTD",3944,20835.347,17214.688,3243.6,4656.954,13.643,0.155677752811124,63534.823422,3.69073336804013,0.155677752811124,3.69073336804013
"A","USD","STD","INDL","C",102523,2023,"VALEO SE",3714,24047.894,3951.61,244.281,487.842,7.686,0.0101581036576425,3749.553612,0.948867325469872,0.0101581036576425,0.948867325469872
"A","USD","STD","INDL","C",102696,2023,"LOGITECH INTERNATIONAL SA",3577,3604.704,2233.653,612.143,153.863,89.37,0.169817826928369,13750.73631,6.15616495041978,0.169817826928369,6.15616495041978
"A","USD","STD","INDL","C",102704,2023,"UNITED UTILITIES GROUP PLC",4941,19770.244,2596.854,160.275,340.95,25.998,0.00810688021857495,8864.0181,3.41336790593541,0.00810688021857495,3.41336790593541
"A","USD","STD","INDL","C",102983,2023,"VIRIDIEN SOCIETE ANONYME",1382,2916.6,1022.8,12.9,713.676,0.661,0.00442295823904546,471.739836,0.461223930387173,0.00442295823904546,0.461223930387173
"A","USD","STD","INDL","C",103342,2023,"SSE PLC",4911,35705.263,13960.191,2160.362,1093.445,20.844,0.0605054218477539,22791.76758,1.63262576994828,0.0605054218477539,1.63262576994828
"A","USD","STD","INDL","C",103487,2023,"SAP SE",7372,75533.776,47703.39,6785.715,1167.229,154.59,0.0898368300824786,180441.93111,3.78258088387429,0.0898368300824786,3.78258088387429
"A","USD","STD","INDL","C",104432,2023,"NORWEGIAN CRUISE LINE HLDGS",4400,19492.99,300.807,166.178,425.547,20.04,0.00852501335095334,8527.96188,28.350277353918,0.00852501335095334,28.350277353918
"A","USD","STD","INDL","C",104598,2023,"POSCO HOLDINGS INC",3312,78264.217,41756.601,1309.619,303.504,95.11,0.0167333048256268,28866.26544,0.691298255813494,0.0167333048256268,0.691298255813494
"A","USD","STD","INDL","C",104831,2023,"SPARK NEW ZEALAND LTD",4812,2745.722,1188.465,695.313,369,15.592,0.253235032534248,5753.448,4.84107483182088,0.253235032534248,4.84107483182088
"A","USD","STD","INDL","C",104833,2023,"HEINEKEN NV",2082,60963.113,22168.807,2546.716,1130.854,50.781,0.0417747039919041,57425.896974,2.59039184986364,0.0417747039919041,2.59039184986364
"A","USD","STD","INDL","C",105089,2023,"CEMEX S A B DE C V",3241,28433,11764,182,1450.833,7.75,0.00640101290753702,11243.95575,0.955793586365182,0.00640101290753702,0.955793586365182
"A","USD","STD","INDL","C",105104,2023,"WAL MART DE MEXICO S A B D",5331,25823.029,11776.53,3051.701,1744.632,42.157,0.118177499626399,73548.451224,6.24534147359197,0.118177499626399,6.24534147359197
"A","USD","STD","INDL","C",105222,2023,"FRONTERA ENERGY CORP",1311,3016.28,1823.598,193.497,85.151,6.04,0.0641508745872399,514.31204,0.282031478428908,0.0641508745872399,0.282031478428908
"A","USD","STD","INDL","C",105394,2023,"PAYSIGN INC",7389,146.599,24.487,6.459,52.754,2.8,0.0440589635672822,147.7112,6.03222934618369,0.0440589635672822,6.03222934618369
"A","USD","STD","INDL","C",105517,2023,"BADGER INFRA SOLUTIONS LTD",1600,633.014,244.994,41.771,34.473,30.81,0.0659874821094004,1062.11313,4.33526180232985,0.0659874821094004,4.33526180232985
"A","USD","STD","INDL","C",105646,2023,"CROWN POINT ENERGY INC",1311,67.786,17.832,-8.128,72.903,0.0556,-0.119906765408786,4.0534068,0.227310834454913,-0.119906765408786,0.227310834454913
"A","USD","STD","INDL","C",105786,2023,"MEREN ENERGY INC",1311,966.2,894.6,87.1,463.832,1.87,0.0901469675015525,867.36584,0.969557165213503,0.0901469675015525,0.969557165213503
"A","USD","STD","INDL","C",105811,2023,"HIVE DIGITAL TECHNOLOGIE LTD",7370,307.582,259.692,-51.205,106.08,3.37,-0.166475931621486,357.4896,1.37659073055774,-0.166475931621486,1.37659073055774
"A","USD","STD","INDL","C",105861,2023,"WHEATON PRECIOUS METALS CORP",1040,7031.185,6985.516,537.644,453.069,49.34,0.0764656313267252,22354.42446,3.20011069475755,0.0764656313267252,3.20011069475755
"A","USD","STD","INDL","C",105892,2023,"METALLA RYLTY STRMNG LTD",1000,276.031,252.887,-5.837,90.877,3.08,-0.0211461756107104,279.90116,1.10682304744807,-0.0211461756107104,1.10682304744807
"A","USD","STD","INDL","C",105936,2023,"COLUMBIA SPORTSWEAR CO",2300,2939.013,1938.61,251.4,59.996,79.54,0.0855389207193027,4772.08184,2.46159972351324,0.0855389207193027,2.46159972351324
"A","USD","STD","INDL","C",106003,2023,"LARGO INC",1090,381.621,248.652,-30.343,64.051,2.31,-0.0795108235657891,147.95781,0.595039694030211,-0.0795108235657891,0.595039694030211
"I","USD","STD","INDL","C",106100,2023,"CYCLO THERAPEUTICS INC",2836,13.248,4.757,-20.057,28.556,1.59,-1.51396437198068,45.40404,9.5446794198024,-1.51396437198068,9.5446794198024
"A","USD","STD","INDL","C",106112,2023,"NEW GOLD INC",1040,2286,789.2,-64.5,687.006,1.46,-0.0282152230971129,1003.02876,1.27094368981247,-0.0282152230971129,1.27094368981247
"A","USD","STD","INDL","C",106126,2023,"BNB PLUS CORP",8731,13.652,4.951,-9.947,13.659,1.21,-0.728611192499268,16.52739,3.33819228438699,-0.728611192499268,3.33819228438699
"A","USD","STD","INDL","C",106233,2023,"LIGHTWAVE LOGIC INC",2821,41.784,36.434,-21.038,118.137,4.98,-0.503494160444189,588.32226,16.1476165120492,-0.503494160444189,16.1476165120492
"A","USD","STD","INDL","C",106261,2023,"ELITE PHARMACEUTICALS INC",2834,83.654,57.583,20.109,1068.273,0.15434,0.240383006192173,164.87725482,2.86329741104145,0.240383006192173,2.86329741104145
"A","USD","STD","INDL","C",106464,2023,"FIRST QUANTUM MINERALS LTD",1000,23758,10247,-954,693.599,8.27,-0.0401548951931981,5736.06373,0.559779811652191,-0.0401548951931981,0.559779811652191
"A","USD","STD","INDL","C",106687,2023,"BROWNIE'S MARINE GROUP INC",3949,4.778,1.594,-1.248,437.742,0.012625,-0.261197153620762,5.52649275,3.46705944165621,-0.261197153620762,3.46705944165621
"A","USD","STD","INDL","C",106815,2023,"OTE - HELLENIC TELECOM ORG",4813,5456.427,2148.018,587.712,832.151,7.125,0.107710045419832,5929.075875,2.76025427859543,0.107710045419832,2.76025427859543
"A","USD","STD","INDL","C",106965,2023,"SANGOMA TECHNOLOGIES CORP",3663,442.746,266.115,-29.026,33.038,3.7,-0.0655590338478496,122.2406,0.459352535557935,-0.0655590338478496,0.459352535557935
"A","USD","STD","INDL","C",107005,2023,"FREEGOLD VENTURES LTD",1040,90.361,89.703,-3.097,421.659,0.38895,-0.0342736357499364,164.00426805,1.82830304504866,-0.0342736357499364,1.82830304504866
"A","USD","STD","INDL","C",107032,2023,"INTERNATIONAL TOWER HILL MIN",1000,57.375,57.14,-3.398,195.886,0.585,-0.0592244008714597,114.59331,2.00548319915996,-0.0592244008714597,2.00548319915996
"A","USD","STD","INDL","C",107098,2023,"FORTUNA MINING CORP",1040,1967.863,1238.367,-50.836,306.588,3.86,-0.0258330991537521,1183.42968,0.955637286846306,-0.0258330991537521,0.955637286846306
"A","USD","STD","INDL","C",107130,2023,"KELSO TECHNOLOGIES INC",3743,9.703,8.72,-2.102,54.443,0.161,-0.216634030712151,8.765323,1.00519759174312,-0.216634030712151,1.00519759174312
"A","USD","STD","INDL","C",107194,2023,"ALPHAMIN RESOURCES CORP",1090,516.76,312.786,47.223,1275.544,0.673225,0.0913828469695797,858.7281094,2.74541734412666,0.0913828469695797,2.74541734412666
"A","USD","STD","INDL","C",107245,2023,"ENDEAVOUR SILVER CORP",1044,474.807,386.341,6.123,217.245,1.97,0.0128957660691607,427.97265,1.10775881928141,0.0128957660691607,1.10775881928141
"I","USD","STD","INDL","C",107258,2023,"SIERRA METALS INC",1000,314.116,75.264,-19.334,207.7,0.5536,-0.0615505100026742,114.98272,1.52772534013605,-0.0615505100026742,1.52772534013605
"A","USD","STD","INDL","C",107272,2023,"SERINUS ENERGY PLC",1311,78.574,23.778,-13.022,111.254,0.0036,-0.165729121592384,0.4005144,0.0168439061317184,-0.165729121592384,0.146365406439454
"A","USD","STD","INDL","C",107340,2023,"MAJESTIC GOLD CORP",1040,187.231,105.746,7.558,1042.664,0.05525,0.0403672468768527,57.607186,0.544769409717625,0.0403672468768527,0.544769409717625
"I","USD","STD","INDL","C",107350,2023,"EMX ROYALTY CORP",1040,158.568,120.435,-4.633,112.234,1.62,-0.0292177488522274,181.81908,1.50968638684768,-0.0292177488522274,1.50968638684768
"A","USD","STD","INDL","C",107446,2023,"NETSOL TECHNOLOGIES INC",7372,58.379,33.807,-5.244,11.346,2.36,-0.089826821288477,26.77656,0.792041884816754,-0.089826821288477,0.792041884816754
"A","USD","STD","INDL","C",107559,2023,"CANACOL ENERGY LTD",1311,1233.428,351.674,86.237,34.111,5.3,0.0699165253261641,180.7883,0.514079232470982,0.0699165253261641,0.514079232470982
"A","USD","STD","INDL","C",107712,2023,"ENERGY FUELS INC",1090,401.939,375.246,99.862,162.659,7.19,0.248450635544199,1169.51821,3.11667069069357,0.248450635544199,3.11667069069357
"A","USD","STD","INDL","C",107758,2023,"GUANAJUATO SILVER CO LTD",1040,75.203,10.795,-31.943,353.913,0.1985,-0.424756991077484,70.2517305,6.50780273274664,-0.424756991077484,6.50780273274664
"A","USD","STD","INDL","C",107781,2023,"HUDBAY MINERALS INC",1000,5312.634,2096.811,66.367,350.729,5.52,0.0124922966648935,1936.02408,0.923318353442442,0.0124922966648935,0.923318353442442
"A","USD","STD","INDL","C",107843,2023,"MARKER THERAPEUTICS INC",2836,17.127,14.052,-8.237,8.891,5.5,-0.480936532959654,48.9005,3.47996726444634,-0.480936532959654,3.47996726444634
"A","USD","STD","INDL","C",107965,2023,"LION COPPER AND GOLD CORP",1000,11.258,2.901,-4.829,309.668,0.0675,-0.42893942085628,20.90259,7.2053050672182,-0.42893942085628,7.2053050672182
"A","USD","STD","INDL","C",108163,2023,"FALCON OIL & GAS LTD",1311,61.537,42.302,-3.337,1044.347,0.1061,-0.0542275379040252,110.8052167,2.61938482104865,-0.0542275379040252,2.61938482104865
"A","USD","STD","INDL","C",108297,2023,"LUNDIN MINING CORP",1000,10861.199,4961.317,241.562,773.668,8.2,0.0222408225832157,6344.0776,1.27870837521569,0.0222408225832157,1.27870837521569
"A","USD","STD","INDL","C",108326,2023,"SILVERCORP METALS INC",1044,702.815,507.255,36.306,177.312,3.26,0.0516579754273884,578.03712,1.13953952154242,0.0516579754273884,1.13953952154242
"I","USD","STD","INDL","C",108425,2023,"CALIBRE MINING CORP",1040,819.573,557.213,85.025,463.878,1.04,0.103743046684066,482.43312,0.865796598428249,0.103743046684066,0.865796598428249
"A","USD","STD","INDL","C",108510,2023,"THOR EXPLORATIONS LTD",1040,259.114,112.195,10.869,656.065,0.1741,0.0419467879003064,114.2209165,1.01805710147511,0.0419467879003064,1.01805710147511
